URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Has type,Collection Type,Recorded by,Chronotype,Material,Period,Find Color,Fabric group,Extant Part,Un,Comments,Date Read,Quantity,Reader Number,Weight,Duration,End date,Start date
http://opencontext.org/subjects/2EB0709D-E40B-45AA-9630-1240380BCE3D,https://n2t.net/ark:/28722/k2g15w48m,Batch 4,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos,Unit 1341,,http://opencontext.org/subjects/C37B1ADE-84DE-423D-4348-0857AD5EB22B,34.99002245,33.71244932,-1650,-100,Sample,2013-10-25T00:00:00Z,2018-05-31T21:57:31Z,,Survey,Mara Horowitz,Heavy Utility Ware (Heavey Plain ware),pottery,Late Bronze Age-Hellenistic,mix,coarse,handle,1341_4_2,diagnostic form -- late iron age?,,3,2,354,1550,0,0
http://opencontext.org/subjects/6E20C724-30ED-4352-9A46-9175E557784A,https://n2t.net/ark:/28722/k2w952f9p,Batch 35,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1010,http://opencontext.org/subjects/7925DB5A-F0BA-44F7-B1F1-65EC9C26B64B,34.98605953,33.70913314,-311,299,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:57Z,,Survey,R. Scott Moore,"Coarse Ware, Hellenistic-Roman Early",pottery,Hellenistic-Early Roman,buff,coarse,rim,1010_35_1,red slipped,,1,1,61,610,299,0
http://opencontext.org/subjects/40C38D69-327A-4695-4DB6-30E240A19DA2,https://n2t.net/ark:/28722/k2mp4xh9v,Batch 32,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 11,,http://opencontext.org/subjects/9E9B775F-1B48-4E72-C131-6CF455C8C941,34.98144417,33.70687434,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:12:25Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",orange,amphora,handle,11_32_1,,,2,1,262,449,749,300
http://opencontext.org/subjects/599F8178-E9E7-4FB7-03B1-1196D95F9826,https://n2t.net/ark:/28722/k2v69b73k,Batch 15,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 239,,http://opencontext.org/subjects/89CDEF2B-089B-4314-8B08-8B5DBE88BCD4,34.98501027,33.71391679,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:32:09Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",buff,amphora,handle,239_15_1,,,2,1,158,449,749,300
http://opencontext.org/subjects/A9148DA4-E667-498D-AEB4-335B136E4AD0,https://n2t.net/ark:/28722/k2df6mw7k,Batch 23,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 25,,http://opencontext.org/subjects/9217B3BC-1C6F-4DAD-0F11-9D73FD6ADB26,34.98072282,33.70686821,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:34:00Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",buff,amphora,rim,25_23_1,,,1,1,89,449,749,300
http://opencontext.org/subjects/B28196BA-FB28-4D24-C6C8-11FBD8B263C3,https://n2t.net/ark:/28722/k2fq9s04r,Batch 133 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,-311,-100,Sample,2013-10-25T00:00:00Z,2018-05-31T22:43:14Z,cooking-vessel,Survey,R. Scott Moore,"Kitchen Ware, Hellenistic",pottery,Hellenistic,thin red w grey core,kitchen/cooking,rim,501.1_133_1,with handle flanged rim,,1,1,40,211,0,0
http://opencontext.org/subjects/A39474C8-1FB2-4EC4-856A-62A23D466397,https://n2t.net/ark:/28722/k2tm73w8p,Batch 12,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 1,,http://opencontext.org/subjects/A86A6578-069F-4997-E70C-56A5F2BFA8EB,34.98180989,33.70600098,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:58:58Z,"Late Roman D(+E?) = (or part) ""Cypriot Red Slip Ware""",Survey,R. Scott Moore,Cypriot Red Slip,pottery,"Roman, Late",pink,fine,handle,1_12_1,basin,,1,1,84,449,749,300
http://opencontext.org/subjects/5BD47009-9A3E-4569-110F-96206AFAE074,https://n2t.net/ark:/28722/k2bk18j0f,Batch 16,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Water Plant,Unit 132,,http://opencontext.org/subjects/681C2A35-81E4-4420-4549-904EB8F53712,34.98502046,33.71216385,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:31:23Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",orange,amphora,rim,132_16_1,,,1,1,42,449,749,300
http://opencontext.org/subjects/5AC25FBE-ABE9-4C9C-BB5F-16D3A4D12BDE,https://n2t.net/ark:/28722/k2vt1jk27,Batch 8,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 208,,http://opencontext.org/subjects/22EE9EC5-9379-44D8-1B9A-F28759B08AE3,34.98787261,33.71788583,-99,299,Sample,2013-10-25T00:00:00Z,2018-05-31T22:58:06Z,amphora,Survey,R. Scott Moore,"Amphora, Rhodian",pottery,"Roman, Early",buff,amphora,handle,208_8_1,,,1,1,99,398,299,0
http://opencontext.org/subjects/943F75AD-4C96-4DF9-5B7C-4A729EF76214,https://n2t.net/ark:/28722/k20v8cb5q,Batch 17,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Water Plant,Unit 128,,http://opencontext.org/subjects/7A488605-1EDC-4318-9239-961E536C8B4E,34.98465215,33.71347545,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:29:20Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",orange,amphora,rim,128_17_1,,,1,1,34,449,749,300
http://opencontext.org/subjects/478977EC-B78C-4C86-1CE6-A8397F20D085,https://n2t.net/ark:/28722/k2vd6r078,Batch 10,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 70,,http://opencontext.org/subjects/BFC1C6DC-6C63-4271-51AD-96F6F3C50920,34.98251607,33.70863644,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:34:04Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",orange,amphora,handle,70_10_1,,,2,1,138,449,749,300
http://opencontext.org/subjects/67F56106-7A11-4557-A31F-37A6BE50EA18,https://n2t.net/ark:/28722/k2j962520,Batch 16,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Dhekeleia,Unit 504,,http://opencontext.org/subjects/2975CE25-60BC-4A25-F7C0-04926F053CD1,34.98278794,33.71567721,-750,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:11:11Z,,Survey,R. Scott Moore,"Coarse Ware, Ancient Historic",pottery,Ancient Historic,orange,coarse,handle,504_16_1,horizntal handle smaller than SBAH,,1,1,103,1499,749,0
http://opencontext.org/subjects/E9BAD601-2C8C-47DA-946C-829335227258,https://n2t.net/ark:/28722/k2z31qh42,Batch 37,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 76,,http://opencontext.org/subjects/7C8FC04B-3ECE-4572-CF7F-C2B2CCA19664,34.98215033,33.7095098,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:43:22Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",buff,amphora,handle,76_37_1,,,1,1,281,449,749,300
http://opencontext.org/subjects/7F50DB1F-6141-408F-5F11-903A88B0109C,https://n2t.net/ark:/28722/k2sq8sc2f,Batch 37,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 74,,http://opencontext.org/subjects/4B786515-59E9-4481-21D3-34020D91A0E7,34.98215793,33.70819514,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:54:40Z,amphora,Survey,R. Scott Moore,"Amphora, Roman Late",pottery,"Roman, Late",orange,amphora,rim,74_37_1,,,1,1,129,449,749,300
http://opencontext.org/subjects/27526190-A498-4947-A135-F40F15BAED0F,FALSE,Batch 55,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla-Ridge,Unit 1400,,http://opencontext.org/subjects/FC413211-D9A6-47C8-D1C0-FA7E9A6B228A,34.98337838,33.70746441,-311,299,Sample,2013-10-25T00:00:00Z,2018-05-31T22:01:50Z,amphora,Survey,R. Scott Moore,"Amphora, Hellenistic-Roman Early",pottery,Hellenistic-Early Roman,buff,amphora,toe,1400_55_1,,,1,1,229,610,299,0
http://opencontext.org/subjects/178EFAF8-7DB0-49DA-0190-F11BC84B1A55,https://n2t.net/ark:/28722/k2028r801,Batch 17,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 80,,http://opencontext.org/subjects/8906F3DE-E6E1-400F-A0BF-8A95B757AAAD,34.98178205,33.71082137,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:55:42Z,pithos,Survey,R. Scott Moore,"Pithos, Roman Late",pottery,"Roman, Late",brown,pithos,rim,80_17_1,,,1,1,201,449,749,300
http://opencontext.org/subjects/49722D3F-3F43-4DA1-B92C-6B57D232C52B,https://n2t.net/ark:/28722/k2rv0fv52,Batch 27,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 71,,http://opencontext.org/subjects/3CE25D0B-87AA-40D2-5847-66DF276D3030,34.98251353,33.70907466,-750,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:00:23Z,,Survey,R. Scott Moore,"Coarse Ware, Ancient Historic",pottery,Ancient Historic,white,coarse,base,71_27_1,RINGFOOT - BLACK INCLUSIONS,,1,1,38,1499,749,0
http://opencontext.org/subjects/085D4894-FA9E-4FEB-E2B0-A90E7E4ABF12,https://n2t.net/ark:/28722/k2vd6qz1h,Batch 2,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1011,http://opencontext.org/subjects/378E6962-E5F6-487C-0DE1-35C23C282143,34.98601563,33.70849358,-1050,-751,Sample,2013-10-25T00:00:00Z,2018-05-31T22:09:30Z,,Survey,R. Scott Moore,"Coarse Ware, Cypro-Geometric",pottery,Cypro-Geometric,orange,coarse,rim,1011_2_1,Geometric-Archaic class,,1,1,420,299,0,0
http://opencontext.org/subjects/EA12DE71-AFDF-43DD-2BF9-AB2FC60529B9,https://n2t.net/ark:/28722/k2mp4xg5g,Batch 19,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Water Plant,Unit 128,,http://opencontext.org/subjects/7A488605-1EDC-4318-9239-961E536C8B4E,34.98465215,33.71347545,-750,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:31:12Z,,Survey,R. Scott Moore,"Coarse Ware, Ancient Historic",pottery,Ancient Historic,orange,coarse,rim,128_19_1,with handle join,,1,1,119,1499,749,0
http://opencontext.org/subjects/D33CA187-70DB-4D04-884D-B93168F5B556,https://n2t.net/ark:/28722/k2n58fd9c,Batch 15,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 1049,,http://opencontext.org/subjects/4FA1CA8E-2FC6-49B8-1677-8DFFD34962EC,34.99283994,33.70781375,-99,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:56:59Z,amphora,Survey,R. Scott Moore,"Amphora, Roman",pottery,Roman,orange,amphora,toe,1049_15_1,,,1,1,190,848,749,0
http://opencontext.org/subjects/8617EE20-6B92-4FF6-938E-4CDADACF29C9,https://n2t.net/ark:/28722/k2ff3ns7t,Batch 32,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 25,,http://opencontext.org/subjects/9217B3BC-1C6F-4DAD-0F11-9D73FD6ADB26,34.98072282,33.70686821,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:35:03Z,,Survey,R. Scott Moore,"African Red Slip 105, Imitation",pottery,"Roman, Late",orange,fine,rim,25_32_1,mica; A.299,,1,1,47,449,749,300
http://opencontext.org/subjects/3ECE8972-C306-4D6C-329E-7B606EE178BF,https://n2t.net/ark:/28722/k2b27rj3s,Batch 4,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 7,,http://opencontext.org/subjects/E677C22E-F05E-4E83-1F61-82007C554281,34.98216551,33.70688048,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:11:12Z,Ware: T01; Yellow Salamis roof tile; tile,Survey,R. Scott Moore,"Tile, Kopetra Corinthian Cover Roman Late",pottery,"Roman, Late",yellow,tile,edge,7_4_1,cover tile,,1,1,407,449,749,300
http://opencontext.org/subjects/09F6746F-502A-4688-36A3-1941A3CE9EE3,https://n2t.net/ark:/28722/k2cc0wp4g,Batch 11,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 172,,http://opencontext.org/subjects/DDEB80B8-A824-418A-215A-D13E8AF35837,34.98573671,33.71304651,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:56:20Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",orange,amphora,rim,172_11_1,with handle nub,,1,1,89,449,749,300
http://opencontext.org/subjects/DFC7B955-0A7A-4267-BEA8-23F786A9B2DE,https://n2t.net/ark:/28722/k2tq5t892,Batch 2,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 155,,http://opencontext.org/subjects/8B36EFEB-489D-465E-EF9B-B29561CA6CB9,34.98718194,33.71262065,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:38:19Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",buff,amphora,handle,155_2_1,black stones,,2,1,117,449,749,300
http://opencontext.org/subjects/22229269-257F-41CA-E1E5-B6169227F681,https://n2t.net/ark:/28722/k2wh2g75z,Batch 6,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1491,http://opencontext.org/subjects/44A36962-6C88-40B9-B81F-1BD78F40FCFA,34.98675526,33.70912602,-99,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:31:55Z,,Survey,R. Scott Moore,"Coarse Ware, Roman",pottery,Roman,orange,coarse,handle,1491_6_1,lug handle with white stones,,1,1,150,848,749,0
http://opencontext.org/subjects/F8422BB2-8FDC-482A-E794-E6FFF907F22A,https://n2t.net/ark:/28722/k2c53gw3s,Batch 8,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 40,,http://opencontext.org/subjects/AEC40EC4-FC7D-4A68-3CD0-C2A35A6B841F,34.98146953,33.70505436,-999,-999,Sample,2013-10-25T00:00:00Z,2018-05-31T22:14:22Z,amphora,Survey,R. Scott Moore,Amphora,pottery,Post-Prehistoric,orange,amphora,toe,40_8_1,,,1,1,265,3007,2008,0
http://opencontext.org/subjects/A0443AA0-3A65-495A-2422-F107137EC22B,https://n2t.net/ark:/28722/k2g44kk9v,Batch 26,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 196,,http://opencontext.org/subjects/359AD2DA-D6F5-46EC-6E00-EAA9900A7A49,34.98715896,33.71656486,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:47:20Z,,Survey,R. Scott Moore,"African Red Slip 105, Imitation",pottery,"Roman, Late",orange,fine,rim,196_26_1,A299,,1,1,17,449,749,300
http://opencontext.org/subjects/5B0D11D6-7BD0-47A9-BFAB-6477BE0CF917,https://n2t.net/ark:/28722/k2513wr46,Batch 3,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 235,,http://opencontext.org/subjects/452A8CBE-D3FD-404F-8C5E-F21DBA9F482D,34.98536328,33.7152346,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:59:32Z,,Survey,R. Scott Moore,"Cypriot Red Slip 9, Imitation",pottery,"Roman, Late",pink,fine,rim,235_3_1,imitation crs9,,1,1,22,449,749,300
http://opencontext.org/subjects/46A50E3C-CEAC-4E6D-DAD0-9E04B45BA5DD,https://n2t.net/ark:/28722/k2gm83g16,Batch 20,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 7,,http://opencontext.org/subjects/E677C22E-F05E-4E83-1F61-82007C554281,34.98216551,33.70688048,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:56Z,,Survey,R. Scott Moore,"Coarse Ware, Roman Late",pottery,"Roman, Late",orange,coarse,rim,7_20_1,jug,,2,1,79,449,749,300
http://opencontext.org/subjects/68F2A21D-FCAA-4D54-E3FD-D15CB6A8895C,https://n2t.net/ark:/28722/k2p26rz9s,Batch 15,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 154,,http://opencontext.org/subjects/8EA7A2D0-1761-4E1D-2F26-3F2247EA1B48,34.98717939,33.71305889,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:01:27Z,,Survey,R. Scott Moore,"Coarse Ware, Roman Late",pottery,"Roman, Late",buff,coarse,rim,154_15_1,jug,,1,1,24,449,749,300
http://opencontext.org/subjects/42C175F5-764C-45A5-F650-0A25220B78E6,https://n2t.net/ark:/28722/k2m61dj94,Batch 9,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Dhekeleia,Unit 222,,http://opencontext.org/subjects/D589D14E-88A6-4CD8-07BA-FBDA584427C4,34.98572906,33.71436122,1191,1570,Sample,2013-10-25T00:00:00Z,2018-05-31T22:41:46Z,,Survey,R. Scott Moore,Cypriot Green Glazed,pottery,Medieval,buff,fine,base,222_9_1,CGBG -- glaze worn off.,,1,1,17,379,1570,1191
http://opencontext.org/subjects/4CD43F62-37D3-4A1F-0DFE-2DB8DA58DC23,https://n2t.net/ark:/28722/k2j67bq8q,Batch 198 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,-750,-475,Sample,2013-10-25T00:00:00Z,2018-05-31T21:53:15Z,,Survey,R. Scott Moore,"Fineware, Archaic",pottery,Archaic,fine pink,fine,rim,501.1_198_1,,,1,1,27,275,0,0
http://opencontext.org/subjects/82A8CC58-EAD0-48EA-F286-5C32E38FE391,https://n2t.net/ark:/28722/k20r9nz3g,Batch 23,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Water Plant,Unit 126,,http://opencontext.org/subjects/DAD1446E-0869-4019-7262-CD02BC48B3E5,34.98465724,33.71259899,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:17:34Z,,Survey,R. Scott Moore,Cypriot Red Slip 1,pottery,"Roman, Late",orange,fine,rim,126_23_1,A. 156,,1,1,27,449,749,300
http://opencontext.org/subjects/FA3173AF-1418-4153-B654-CD06BDC4C803,https://n2t.net/ark:/28722/k2v981m1g,Batch 27,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 76,,http://opencontext.org/subjects/7C8FC04B-3ECE-4572-CF7F-C2B2CCA19664,34.98215033,33.7095098,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:36:11Z,,Survey,R. Scott Moore,African Red Slip 105,pottery,"Roman, Late",red,fine,rim,76_27_1,cf. L231; H.105 (17),,1,1,16,449,749,300
http://opencontext.org/subjects/924DD2F0-00CD-48E0-3B6C-860227B3924D,https://n2t.net/ark:/28722/k2zw1bm58,Batch 9,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Water Plant,Unit 125,,http://opencontext.org/subjects/FF4892A5-6912-47DA-4BE0-56165D478690,34.98465979,33.71216076,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:29:13Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",buff,amphora,rim,125_9_1,w handle,,1,1,107,449,749,300
http://opencontext.org/subjects/205BC905-0791-4124-49AC-7175182D258A,https://n2t.net/ark:/28722/k2rb6xv7x,Batch 54,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1006,http://opencontext.org/subjects/A2F06141-3FAF-497F-AD77-034310C734B3,34.9861062,33.70657404,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:18:03Z,,Survey,R. Scott Moore,Phocaean Ware 3,pottery,"Roman, Late",orange,fine,rim,1006_54_1,Hayes 35,,1,1,9,449,749,300
http://opencontext.org/subjects/BF16E3C4-EDD3-47A8-DB4C-90105DBC7BF5,https://n2t.net/ark:/28722/k2cn70t8v,Batch 31,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 67,,http://opencontext.org/subjects/6C856C40-DC6B-4ED5-DF25-BE04FBA3FF83,34.98252366,33.70732177,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:02:21Z,,Survey,R. Scott Moore,Cypriot Red Slip 11,pottery,"Roman, Late",pink,fine,rim,67_31_1,w handle A.203 basin,,1,1,131,449,749,300
http://opencontext.org/subjects/7641965E-FA87-45CE-4B89-37665AE0B2CE,https://n2t.net/ark:/28722/k2pc2w45b,Batch 125 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 71,,http://opencontext.org/subjects/3CE25D0B-87AA-40D2-5847-66DF276D3030,34.98251353,33.70907466,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:03:15Z,,Survey,R. Scott Moore,Phocaean Ware 3,pottery,"Roman, Late",pink,fine,rim,71.1_125_1,,,1,1,24,449,749,300
http://opencontext.org/subjects/B41640F4-81A1-40BE-E065-F7A2D7341419,https://n2t.net/ark:/28722/k2f76832z,Batch 9,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 191,,http://opencontext.org/subjects/1B25F6FC-3339-494C-D924-1BEC898653EE,34.98679316,33.71743824,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:50:20Z,,Survey,R. Scott Moore,"Fineware, Roman Late",pottery,"Roman, Late",pink,fine,rim,191_9_1,shaped like w.205,,1,1,16,449,749,300
http://opencontext.org/subjects/7FBB1FFA-3AA2-418B-3140-93C4466C93DC,FALSE,Batch 112,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla-Ridge,Unit 1400,,http://opencontext.org/subjects/FC413211-D9A6-47C8-D1C0-FA7E9A6B228A,34.98337838,33.70746441,-311,299,Sample,2013-10-25T00:00:00Z,2018-05-31T23:27:24Z,,Survey,R. Scott Moore,"Fineware, Hellenistic-Roman Early",pottery,Hellenistic-Early Roman,orange,fine,rim,1400_112_1,red paint,,1,1,35,610,299,0
